Day,Product vendor,Product title,Product type,Product variant ID,Product variant title,Hour,Hour of day,Product ID,Product tag,Product variant SKU,Order ID,Sales channel,POS location ID,Orders,Gross sales,Discounts,Returns,Net sales,Shipping charges,Duties,Additional fees,Taxes,Total sales,Quantity ordered
2025-01-08,CHURI,Silver Jewelry,Jewelry,4.23667E+13,Necklace $60,2025-01-08 11:00,11,7.30038E+12,,,5.72531E+12,Point of Sale,67810984120,1,60,0,0,60,0,0,0,7.2,67.2,1
2025-01-08,CHURI,Crochet keychains,Keychain,4.85343E+13,$29,2025-01-08 13:00,13,9.20944E+12,local vendors,,5.7254E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-08,NeonNyx,NeonNyx Nails,,4.87672E+13,Press on Nails  $35 / M,2025-01-08 14:00,14,9.20954E+12,local vendors,,5.72544E+12,Point of Sale,67810984120,1,35,0,0,35,0,0,0,4.2,39.2,1
2025-01-08,Fern & Petal,Fern & Petal,,4.88165E+13,Breathe Rolls on / 10ml,2025-01-08 11:00,11,7.36139E+12,local vendors,,5.72529E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-08,,,,0,,2025-01-08 10:00,10,0,,,5.72527E+12,Draft Orders,0,1,75.07,0,0,75.07,0,0,0,0,75.07,2
2025-01-09,CHURI,Crochet keychains,Keychain,4.85343E+13,$20,2025-01-09 17:00,17,9.20944E+12,local vendors,,5.72647E+12,Point of Sale,67810984120,1,20,-6,0,14,0,0,0,1.68,15.68,1
2025-01-09,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-09 17:00,17,9.20944E+12,local vendors,,5.72647E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-09,NeonNyx,NeonNyx Nails,,4.86832E+13,Press On Nails $20 / S,2025-01-09 16:00,16,9.20954E+12,local vendors,,5.7264E+12,Point of Sale,67810984120,1,20,0,0,20,0,0,0,2.4,22.4,1
2025-01-09,CHURI,Hanging Crochet Plant,Crochet hanging plant,4.25375E+13,Strawberry,2025-01-09 12:00,12,7.33735E+12,NEW ARRIVALS,,5.72623E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-09,NeonNyx,NeonNyx Nails,,4.87672E+13,Press On Nails $35 / S,2025-01-09 16:00,16,9.20954E+12,local vendors,,5.7264E+12,Point of Sale,67810984120,1,35,0,0,35,0,0,0,4.2,39.2,1
2025-01-09,Ggumm Studio,Ggumm Studio Collection,,4.24667E+13,,2025-01-09 12:00,12,7.31059E+12,local vendors,,5.72625E+12,Point of Sale,67810984120,1,2,0,0,2,0,0,0,0.24,2.24,1
2025-01-09,Coastal Cryptids,Coastal Cryptids Roll on,,4.85341E+13,Kraken's Kurse,2025-01-09 15:00,15,9.20935E+12,local vendors,,5.72638E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-09,CHURI,Stickers,,4.24704E+13,Other,2025-01-09 17:00,17,7.30038E+12,,,5.72646E+12,Point of Sale,67810984120,1,2,0,0,2,0,0,0,0.24,2.24,1
2025-01-09,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-09 13:00,13,7.30876E+12,,,5.72628E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-09,NeonNyx,NeonNyx Nails,,4.88195E+13,Press on Nails $40 / M,2025-01-09 16:00,16,9.20954E+12,local vendors,,5.7264E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-09,CHURI,Crochet Flower,Crochet Flower,4.87971E+13,,2025-01-09 12:00,12,7.54156E+12,,,5.72623E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-09,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-09 16:00,16,7.3044E+12,,,5.7264E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-09,Ggumm Studio,Ggumm studio fuzzy keychain,,4.83377E+13,Camera,2025-01-09 12:00,12,7.52193E+12,,,5.72625E+12,Point of Sale,67810984120,1,4,0,0,4,0,0,0,0.48,4.48,1
2025-01-09,Clawed Candles,,,0,,2025-01-09 13:00,13,0,,,5.72628E+12,Point of Sale,67810984120,1,20,-10,0,10,0,0,0,1.2,11.2,2
2025-01-09,NeonNyx,NeonNyx Nails,,4.86832E+13,Press On Nails $20 / M,2025-01-09 15:00,15,9.20954E+12,local vendors,,5.72636E+12,Point of Sale,67810984120,1,20,0,0,20,0,0,0,2.4,22.4,1
2025-01-09,CHURI,Ambers coasters,,4.8755E+13,Default Title,2025-01-09 17:00,17,9.25862E+12,,,5.72645E+12,Point of Sale,67810984120,1,12.5,0,0,12.5,0,0,0,1.51,14.01,1
2025-01-09,Menom,Menom Mug,Mug,4.88195E+13,Holiday sale $35,2025-01-09 13:00,13,7.38116E+12,local vendors,,5.72628E+12,Point of Sale,67810984120,1,70,0,0,70,0,0,0,8.4,78.4,2
2025-01-09,CHURI,Bag Charm Crochet,,4.37669E+13,,2025-01-09 15:00,15,7.70424E+12,crochet keychain,,5.72636E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-09,Bead Mindful Gems,Bead Mindful Gem,Clay Earrings,4.32927E+13,Stainless steel Stud $25,2025-01-09 12:00,12,7.34409E+12,local vendors,,5.72625E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-09,CHURI,Happy Birthday - Quilling card,Quilling Card,4.25154E+13,Pink,2025-01-09 13:00,13,7.31762E+12,,,5.7263E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-09,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-09 14:00,14,7.30876E+12,,,5.72631E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-09,CHURI,Hanging Crochet Plant,Crochet hanging plant,4.25375E+13,Strawberry,2025-01-09 14:00,14,7.33735E+12,NEW ARRIVALS,,5.72631E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-09,NeonNyx,NeonNyx Nails,,4.87672E+13,Press on Nails  $35 / M,2025-01-09 16:00,16,9.20954E+12,local vendors,,5.7264E+12,Point of Sale,67810984120,1,35,0,0,35,0,0,0,4.2,39.2,1
2025-01-09,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-09 15:00,15,7.3044E+12,,,5.72637E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-09,Yum Ice,Yum Ice - Freeze Dried Candy,Freeze- Dried Candy,4.24144E+13,31- Tropical Rainbow,2025-01-09 15:00,15,7.30681E+12,local vendors,,5.72638E+12,Point of Sale,67810984120,1,10,0,0,10,0,0,0,1.2,11.2,1
2025-01-09,Fern & Petal,Fern & Petal,,4.30705E+13,Salt spray / 100ml,2025-01-09 15:00,15,7.36139E+12,local vendors,,5.72638E+12,Point of Sale,67810984120,1,18,0,0,18,0,0,0,2.16,20.16,1
2025-01-09,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-09 13:00,13,7.30876E+12,,,5.72628E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-10,Belovedbyemily,Beloved by Emily Hair Accessories,Hair Accessories,4.31962E+13,,2025-01-10 16:00,16,7.31545E+12,local vendors,,5.72731E+12,Point of Sale,67810984120,1,8.99,0,0,8.99,0,0,0,1.08,10.07,1
2025-01-10,CHURI,Sun Catcher,,4.88106E+13,Medium,2025-01-10 14:00,14,9.27214E+12,local vendors,,5.72722E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-10,HOM naturals,,,0,,2025-01-10 15:00,15,0,,,5.72729E+12,Point of Sale,67810984120,1,24,-12,0,12,0,0,0,1.44,13.44,1
2025-01-10,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Necklace $40,2025-01-10 14:00,14,7.27485E+12,,,5.72722E+12,Point of Sale,67810984120,1,120,0,0,120,0,0,0,14.4,134.4,3
2025-01-10,CHURI,,,0,,2025-01-10 17:00,17,0,,,5.72735E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-10,Mosaic Motif,Mosaic Motif,,4.85478E+13,Earrings 30,2025-01-10 17:00,17,9.21237E+12,local vendors,,5.72736E+12,Point of Sale,67810984120,1,30,0,0,30,0,0,0,3.6,33.6,1
2025-01-10,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-10 17:00,17,9.13941E+12,Accessories,,5.72736E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-10,Craft Maison,CM Pop Up Card,Pop up Card,4.24803E+13,Large,2025-01-10 16:00,16,7.3044E+12,,,5.72732E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-10,CHURI,Sun Catcher,,4.88106E+13,Medium,2025-01-10 17:00,17,9.27214E+12,local vendors,,5.72736E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-10,CHURI,Build you Charms,,4.88082E+13,,2025-01-10 14:00,14,9.27139E+12,local vendors,,5.72722E+12,Point of Sale,67810984120,1,36,0,0,36,0,0,0,2.52,38.52,3
2025-01-10,Ollie & Co.,Love By Ollie Candles,Candle,4.85318E+13,Morning Wood 8.5oz,2025-01-10 18:00,18,9.20818E+12,local vendors,,5.72737E+12,Point of Sale,67810984120,1,32,-12.8,0,19.2,0,0,0,2.3,21.5,1
2025-01-10,Ollie & Co.,Love By Ollie Candles,Candle,4.85318E+13,The One Reed Diffuser,2025-01-10 12:00,12,9.20818E+12,local vendors,,5.72713E+12,Point of Sale,67810984120,1,31,0,0,31,0,0,0,3.72,34.72,1
2025-01-10,CHURI,Gold Plated Jewelry,Jewelry,4.33319E+13,Ring $35,2025-01-10 12:00,12,7.27485E+12,,,5.72713E+12,Point of Sale,67810984120,1,35,0,0,35,0,0,0,4.2,39.2,1
2025-01-10,Mosaic Motif,Mosaic Motif,,4.85478E+13,Earrings 28,2025-01-10 12:00,12,9.21237E+12,local vendors,,5.72713E+12,Point of Sale,67810984120,1,28,0,0,28,0,0,0,3.36,31.36,1
2025-01-10,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-10 17:00,17,9.13941E+12,Bow,,5.72736E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-10,Kellie Marie Flanagan Dezign,KMF DEZIGN,Bracelet,4.85272E+13,Beaded Bracelet $30,2025-01-10 17:00,17,9.20675E+12,local vendors,,5.72734E+12,Point of Sale,67810984120,1,30,0,0,30,0,0,0,3.6,33.6,1
2025-01-10,NeonNyx,NeonNyx Nails,,4.85344E+13,Press On Nails $25 / M,2025-01-10 17:00,17,9.20954E+12,local vendors,,5.72736E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-10,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-10 17:00,17,9.13941E+12,Baby,,5.72736E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-10,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-10 14:00,14,9.20944E+12,local vendors,,5.72722E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-10,Penguin Purl,Penguin Purl,,4.83024E+13,Bow,2025-01-10 17:00,17,9.13941E+12,Hair,,5.72736E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-10,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-10 12:00,12,7.30876E+12,,,5.72713E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-11,CHURI,Stickers,,4.23667E+13,Cat,2025-01-11 15:00,15,7.30038E+12,,,5.72831E+12,Point of Sale,67810984120,1,4,0,0,4,0,0,0,0.48,4.48,2
2025-01-11,MC Crystal Creations,MC Crystal Creations Candles,,4.26068E+13,Manifesting my best life / 8 oz,2025-01-11 14:00,14,7.31051E+12,local vendors,,5.72827E+12,Point of Sale,67810984120,1,30,0,0,30,0,0,0,3.6,33.6,1
2025-01-11,NeonNyx,NeonNyx Nails,,4.86832E+13,Press On Nails $20 / XS,2025-01-11 18:00,18,9.20954E+12,local vendors,,5.72843E+12,Point of Sale,67810984120,1,20,0,0,20,0,0,0,2.4,22.4,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$29,2025-01-11 12:00,12,9.20944E+12,local vendors,,5.72819E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-11,Better home,Better Home plants,,4.3184E+13,30,2025-01-11 16:00,16,7.50959E+12,local vendors,,5.72835E+12,Point of Sale,67810984120,1,30,0,0,30,0,0,0,3.6,33.6,1
2025-01-11,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Necklace $40,2025-01-11 16:00,16,7.27485E+12,,,5.72838E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-11,NeonNyx,NeonNyx Nails,,4.86832E+13,Press On Nails $20 / M,2025-01-11 13:00,13,9.20954E+12,local vendors,,5.72824E+12,Point of Sale,67810984120,1,20,0,0,20,0,0,0,2.4,22.4,1
2025-01-11,Penguin Purl,Penguin Purl,,4.83024E+13,Dishcloth,2025-01-11 12:00,12,9.13941E+12,Baby,,5.72817E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-11,CHURI,Gold Plated Jewelry,Jewelry,4.23666E+13,Bracelet $45,2025-01-11 15:00,15,7.27485E+12,,,5.7283E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-11,CHURI,Wedding- Quilling card,Quilling Card,4.25858E+13,Default Title,2025-01-11 14:00,14,7.36068E+12,Quilling Card,,5.72826E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-11,CHURI,Silver Jewelry,Jewelry,4.23667E+13,Ring $45,2025-01-11 10:00,10,7.30038E+12,,,5.7281E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-11,CHURI,Build you Charms,,4.88082E+13,Charm 15,2025-01-11 12:00,12,9.27139E+12,local vendors,,5.72819E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.05,16.05,1
2025-01-11,aRt.V,aRt.V,Art,4.87592E+13,,2025-01-11 14:00,14,7.54159E+12,,,5.7283E+12,Point of Sale,67810984120,1,8,-4,0,4,0,0,0,0.48,4.48,1
2025-01-11,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-11 12:00,12,7.30876E+12,,,5.72818E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-11,CHURI,Hedgehog & Mushrooms Quilling Card,Quilling Card,4.20148E+13,Default Title,2025-01-11 16:00,16,7.2424E+12,Quilling Card,HAM,5.72836E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-11,NeonNyx,NeonNyx Nails,,4.87672E+13,Press on Nails $35 / XS,2025-01-11 18:00,18,9.20954E+12,local vendors,,5.72842E+12,Point of Sale,67810984120,1,35,0,0,35,0,0,0,4.2,39.2,1
2025-01-11,CHURI,Sun Catcher,,4.88106E+13,Medium,2025-01-11 15:00,15,9.27214E+12,local vendors,,5.7283E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$29,2025-01-11 13:00,13,9.20944E+12,local vendors,,5.72822E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-11,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Necklace $40,2025-01-11 17:00,17,7.27485E+12,,,5.72841E+12,Point of Sale,67810984120,1,120,0,0,120,0,0,0,14.4,134.4,3
2025-01-11,CHURI,Stickers,,4.24704E+13,Other,2025-01-11 14:00,14,7.30038E+12,,,5.7283E+12,Point of Sale,67810984120,1,4,0,0,4,0,0,0,0.48,4.48,2
2025-01-11,Mosaic Motif,Mosaic Motif,,4.85478E+13,Earrings 25,2025-01-11 10:00,10,9.21237E+12,local vendors,,5.72809E+12,Point of Sale,67810984120,1,50,0,0,50,0,0,0,6,56,2
2025-01-11,Clawed Candles,Clawed Candle Collection,Candle,4.825E+13,Duck dim sum / White/Brown,2025-01-11 16:00,16,7.31545E+12,local vendors,,5.72835E+12,Point of Sale,67810984120,1,25,-12.5,0,12.5,0,0,0,1.51,14.01,1
2025-01-11,CHURI,Olive Green Checkered Pattern Crochet Tote Bag,Crochet Tote Bag,4.19679E+13,Crossbody,2025-01-11 17:00,17,7.13351E+12,crochet bag,,5.7284E+12,Point of Sale,67810984120,1,62,0,0,62,0,0,0,7.44,69.44,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$16,2025-01-11 14:00,14,9.20944E+12,local vendors,,5.72827E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-11,aRt.V,aRt.V,Art,4.35706E+13,,2025-01-11 15:00,15,7.54159E+12,,,5.72831E+12,Point of Sale,67810984120,1,30,0,0,30,0,0,0,3.6,33.6,2
2025-01-11,Better home,Better Home plants,,4.3184E+13,18,2025-01-11 13:00,13,7.50959E+12,local vendors,,5.72822E+12,Point of Sale,67810984120,1,18,0,0,18,0,0,0,2.16,20.16,1
2025-01-11,Philosophie Hair,Philosophie Hair,,4.29369E+13,GRO Oil 15ml,2025-01-11 15:00,15,7.44784E+12,local vendors,,5.7283E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-11,Clawed Candles,Clawed Candle Collection,Candle,4.86097E+13,,2025-01-11 13:00,13,7.31545E+12,local vendors,,5.72822E+12,Point of Sale,67810984120,1,20,-9.94,0,10.06,0,0,0,1.2,11.26,1
2025-01-11,Ggumm Studio,Ggumm Studio Collection,,4.25422E+13,,2025-01-11 14:00,14,7.31059E+12,local vendors,,5.72827E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-11,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Necklace $40,2025-01-11 14:00,14,7.27485E+12,,,5.72828E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$16,2025-01-11 16:00,16,9.20944E+12,local vendors,,5.72836E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-11,Moody candles co,Moody Candles,,5.06752E+13,$15,2025-01-11 13:00,13,9.17862E+12,,,5.72822E+12,Point of Sale,67810984120,1,15,0,0,15,0,0,0,1.8,16.8,1
2025-01-11,Coastal Cryptids,Coastal Cryptids Roll on,,4.85341E+13,Mothman's Mystique,2025-01-11 15:00,15,9.20935E+12,local vendors,,5.72834E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-11,CHURI,Cherry blossom crochet bag,,4.87971E+13,Default Title,2025-01-11 14:00,14,9.26733E+12,,,5.72827E+12,Point of Sale,67810984120,1,88,0,0,88,0,0,0,10.56,98.56,1
2025-01-11,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-11 16:00,16,7.3044E+12,,,5.72837E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-11,NeonNyx,NeonNyx Nails,,4.87672E+13,Press on Nails $35 / L,2025-01-11 14:00,14,9.20954E+12,local vendors,,5.72828E+12,Point of Sale,67810984120,1,35,0,0,35,0,0,0,4.2,39.2,1
2025-01-11,CHURI,Gold Plated Jewelry,Jewelry,4.33319E+13,Ring $35,2025-01-11 16:00,16,7.27485E+12,,,5.72837E+12,Point of Sale,67810984120,1,35,0,0,35,0,0,0,4.2,39.2,1
2025-01-11,CHURI,Hanging Crochet Plant,Crochet hanging plant,4.25375E+13,Strawberry,2025-01-11 13:00,13,7.33735E+12,NEW ARRIVALS,,5.72822E+12,Point of Sale,67810984120,1,29,0,0,29,0,0,0,3.48,32.48,1
2025-01-11,Clawed Candles,Clawed Candle Collection,Candle,4.86097E+13,,2025-01-11 13:00,13,7.31545E+12,local vendors,,5.72822E+12,Point of Sale,67810984120,1,10,-4.97,0,5.03,0,0,0,0.6,5.63,1
2025-01-11,NeonNyx,NeonNyx Nails,,4.86832E+13,Press On Nails $20 / XS,2025-01-11 18:00,18,9.20954E+12,local vendors,,5.72843E+12,Point of Sale,67810984120,1,20,0,0,20,0,0,0,2.4,22.4,1
2025-01-11,CHURI,Spiderman crochet keychain,crochet keychain,4.37665E+13,Default Title,2025-01-11 15:00,15,7.70418E+12,crochet keychain,,5.72833E+12,Point of Sale,67810984120,1,25,-7.5,0,17.5,0,0,0,2.11,19.61,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-11 15:00,15,9.20944E+12,local vendors,,5.72833E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-11 13:00,13,9.20944E+12,local vendors,,5.72822E+12,Point of Sale,67810984120,1,25,-7.5,0,17.5,0,0,0,2.11,19.61,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$16,2025-01-11 15:00,15,9.20944E+12,local vendors,,5.72833E+12,Point of Sale,67810984120,1,16,0,0,16,0,0,0,1.92,17.92,1
2025-01-11,CHURI,Tea cups with strawberries - Quilling card,Quilling Card,4.25858E+13,Default Title,2025-01-11 17:00,17,7.36068E+12,Quilling Card,,5.7284E+12,Point of Sale,67810984120,1,13,-1.3,0,11.7,0,0,0,1.41,13.11,1
2025-01-11,CHURI,Build you Charms,,4.88082E+13,Charm 12,2025-01-11 16:00,16,9.27139E+12,local vendors,,5.72838E+12,Point of Sale,67810984120,1,12,0,0,12,0,0,0,0.84,12.84,1
2025-01-11,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-11 13:00,13,7.30876E+12,,,5.72822E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-11,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-11 15:00,15,7.30876E+12,,,5.7283E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-11,Moody candles co,Moody Candles,,5.06752E+13,$18,2025-01-11 16:00,16,9.17862E+12,,,5.72838E+12,Point of Sale,67810984120,1,36,0,0,36,0,0,0,4.32,40.32,2
2025-01-11,Penguin Purl,Penguin Purl,,4.83024E+13,Dishcloth,2025-01-11 12:00,12,9.13941E+12,Hair,,5.72817E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-11,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-11 13:00,13,7.30876E+12,,,5.72822E+12,Point of Sale,67810984120,1,0.25,-0.12,0,0.13,0,0,0,0.01,0.14,1
2025-01-11,Clawed Candles,Clawed Candle Collection,Candle,4.86097E+13,,2025-01-11 12:00,12,7.31545E+12,local vendors,,5.72818E+12,Point of Sale,67810984120,1,10,-5,0,5,0,0,0,0.6,5.6,1
2025-01-11,Penguin Purl,Penguin Purl,,4.83024E+13,Dishcloth,2025-01-11 12:00,12,9.13941E+12,Bow,,5.72817E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-11,CHURI,,,0,,2025-01-11 12:00,12,0,,,5.72816E+12,Point of Sale,67810984120,1,8,0,0,8,0,0,0,0.96,8.96,1
2025-01-11,CHURI,Hedgehog & Mushrooms Quilling Card,Quilling Card,4.20148E+13,Default Title,2025-01-11 16:00,16,7.2424E+12,mushroom lover,HAM,5.72836E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-11,Clawed Candles,Clawed Candle Collection,Candle,4.86097E+13,,2025-01-11 13:00,13,7.31545E+12,local vendors,,5.72822E+12,Point of Sale,67810984120,1,10,-4.97,0,5.03,0,0,0,0.6,5.63,1
2025-01-11,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-11 16:00,16,7.30876E+12,,,5.72836E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-11,MILARA,MILARA,,5.06577E+13,Barrette 22,2025-01-11 15:00,15,9.87307E+12,local vendors,,5.7283E+12,Point of Sale,67810984120,1,22,0,0,22,0,0,0,2.64,24.64,1
2025-01-11,aRt.V,aRt.V,Art,4.85339E+13,Watercolor cards mini,2025-01-11 17:00,17,7.54159E+12,,,5.7284E+12,Point of Sale,67810984120,1,10,0,0,10,0,0,0,1.2,11.2,1
2025-01-11,CHURI,Crochet keychains,Keychain,4.85343E+13,$25,2025-01-11 12:00,12,9.20944E+12,local vendors,,5.72816E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-11,Frosted Fox Bath co,Frosted Fox Bath co,Bath salt,4.85318E+13,Bath dust,2025-01-11 16:00,16,9.20818E+12,local vendors,,5.72836E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-11,CHURI,Silver Jewelry,Jewelry,4.23667E+13,Ring $45,2025-01-11 14:00,14,7.30038E+12,,,5.72825E+12,Point of Sale,67810984120,1,45,0,0,45,0,0,0,5.4,50.4,1
2025-01-11,CHURI,Kraft bag,Kraft Bag,4.88195E+13,Kraft bag,2025-01-11 13:00,13,7.30876E+12,,,5.72822E+12,Point of Sale,67810984120,1,0.25,0,0,0.25,0,0,0,0.03,0.28,1
2025-01-11,CHURI,Crochet Flower,Crochet Flower,4.87971E+13,,2025-01-11 16:00,16,7.54156E+12,,,5.72838E+12,Point of Sale,67810984120,1,25,0,0,25,0,0,0,3,28,1
2025-01-11,Belovedbyemily,Beloved by Emily Hair Accessories,Hair Accessories,4.31962E+13,,2025-01-11 14:00,14,7.31545E+12,local vendors,,5.72827E+12,Point of Sale,67810984120,1,8.99,0,0,8.99,0,0,0,1.08,10.07,1
2025-01-11,CHURI,Gold Plated Jewelry,Jewelry,4.21531E+13,Ring $40,2025-01-11 16:00,16,7.27485E+12,,,5.72837E+12,Point of Sale,67810984120,1,40,0,0,40,0,0,0,4.8,44.8,1
2025-01-11,Clawed Candles,Clawed Candle Collection,Candle,4.86097E+13,Sleeping Dog / Purple,2025-01-11 12:00,12,7.31545E+12,local vendors,,5.72818E+12,Point of Sale,67810984120,1,10,-5,0,5,0,0,0,0.6,5.6,1
2025-01-11,Penguin Purl,Penguin Purl,,4.83024E+13,Dishcloth,2025-01-11 12:00,12,9.13941E+12,Accessories,,5.72817E+12,Point of Sale,67810984120,1,5,0,0,5,0,0,0,0.6,5.6,1
2025-01-11,Craft Maison,CM Pop Up Card,Pop up Card,4.2403E+13,Regular,2025-01-11 16:00,16,7.3044E+12,,,5.72838E+12,Point of Sale,67810984120,1,13,0,0,13,0,0,0,1.56,14.56,1
2025-01-11,Lettering lemon,Lettering lemon pop up cards,,4.84544E+13,Default Title,2025-01-11 16:00,16,9.1889E+12,,,5.72837E+12,Point of Sale,67810984120,1,6,0,0,6,0,0,0,0.72,6.72,1
